Departamento,Producto,Año,Area (ha),Produccion (ton),Rendimiento (ha/ton)
GUAVIARE,PLATANO,2021,10212.0,80410.0,7.87
GUAVIARE,YUCA,2010,1819.0,14552.0,8.0
GUAVIARE,YUCA,2011,1475.0,11050.0,7.49
GUAVIARE,YUCA,2020,1375.0,15625.0,11.36
GUAVIARE,YUCA,2023,1028.0,10521.0,10.23
GUAVIARE,ARAZA,2008,141.0,423.0,3.0
GUAVIARE,ARROZ SECANO MANUAL,2008,0.0,0.0,0.0
GUAVIARE,ARROZ SECANO MECANIZADO,2021,600.0,4751.2,7.92
GUAVIARE,BOROJO,2022,5.0,24.0,4.8
GUAVIARE,CAUCHO,2009,87.0,96.0,1.1
GUAVIARE,CHONTADURO,2016,155.0,1240.0,8.0
GUAVIARE,CHONTADURO,2017,446.0,3568.0,8.0
GUAVIARE,PATILLA,2018,50.0,1500.0,30.0
GUAVIARE,PATILLA,2019,54.0,550.8,10.2
GUAVIARE,PIÑA,2018,364.0,12740.0,35.0
GUAVIARE,PIÑA,2019,498.0,9050.0,18.17
GUAVIARE,PLATANO,2009,2461.0,19317.0,7.85
