Departamento,Producto,Año,Area (ha),Produccion (ton),Rendimiento (ha/ton)
BOYACA,PATILLA,2013,15.0,600.0,40.0
BOYACA,PATILLA,2022,13.5,283.5,21.0
BOYACA,PEPINO COHOMBRO,2021,80.0,922.0,11.53
BOYACA,PEPINO GUISO,2021,380.0,4828.0,12.71
BOYACA,PERA,2014,1489.9,19645.7,13.19
BOYACA,PERA,2015,1497.4,19755.2,13.19
BOYACA,PERA,2021,3235.56,70763.42,21.87
BOYACA,PIÑA,2007,81.0,881.0,10.88
BOYACA,PIÑA,2009,63.0,751.1,11.92
BOYACA,PIÑA,2017,31.0,1720.0,55.48
BOYACA,PITAHAYA,2012,322.0,2887.0,8.97
BOYACA,PITAHAYA,2013,360.0,2373.0,6.59
BOYACA,PITAHAYA,2022,306.0,3231.04,10.56
BOYACA,PLANTAS AROMATICAS,2012,1.0,1.0,1.0
BOYACA,PLANTAS AROMATICAS,2022,7.0,35.5,5.07
BOYACA,PLANTAS MEDICINALES,2018,4.1,12.3,3.0
BOYACA,QUINUA,2015,5.0,7.5,1.5
BOYACA,REMOLACHA,2020,83.0,1172.0,14.12
BOYACA,REMOLACHA,2023,91.0,1903.0,20.91
BOYACA,REPOLLO,2022,65.0,1537.0,23.65
BOYACA,ROSA,2008,10.0,10.0,1.0
BOYACA,ROSA,2014,17.4,55.26,3.18
BOYACA,ROSA,2015,16.9,51.2,3.03
BOYACA,SACHA INCHI,2020,44.5,90.35,2.03
BOYACA,SACHA INCHI,2023,3.3,6.7,2.03
BOYACA,SAGU,2014,17.0,34.0,2.0
BOYACA,SAGU,2015,17.0,34.0,2.0
BOYACA,SORGO,2020,210.0,420.0,2.0
BOYACA,TABACO RUBIO,2008,639.0,1018.32,1.5899999999999999
BOYACA,TABACO RUBIO,2015,460.0,506.0,1.1
BOYACA,TOMATE,2010,626.22,30173.65,48.18
BOYACA,TOMATE,2020,945.3,58639.0,62.03
BOYACA,TOMATE,2023,362.4,10579.93,29.19
BOYACA,TOMATE INVERNADERO,2006,0.0,0.0,0.0
BOYACA,TOMATE INVERNADERO,2007,270.22,36028.96,133.33
BOYACA,TOMATE INVERNADERO,2009,594.36,83888.78,141.14
BOYACA,TOMATE INVERNADERO,2013,970.25,105574.9,108.81
BOYACA,TOMATE INVERNADERO,2018,253.0,24844.01,98.2
BOYACA,TOMATE INVERNADERO,2019,1268.6,101251.0,79.81
BOYACA,TRIGO,2015,744.0,800.4,1.08
BOYACA,UCHUVA,2008,464.7,7134.0,15.35
BOYACA,UCHUVA,2015,443.8,7750.2,17.46
BOYACA,UVA,2021,58.0,194.0,3.34
BOYACA,YUCA INDUSTRIAL,2019,1.0,12.0,12.0
BOYACA,ZANAHORIA,2019,3400.08,81035.12,23.83
BOYACA,ZAPOTE,2009,28.0,346.0,12.36
